,Job Title,Location,Size,Type of ownership,Industry,Sector,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel,job_simp,seniority
476,Lead Data Engineer,"Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,0,0,190,220,205,CA,1,0,1,1,0,data engineer,senior
477,Data Analyst,"New York, NY",1001 to 5000 employees,School / School District,K-12 Education,Education,0,0,42,77,59.5,NY,1,0,0,0,1,analyst,na
478,Scientist Manufacturing - Kentucky BioProcessing,"Owensboro, KY",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,68,139,103.5,KY,0,0,0,0,0,na,na
479,Consultant - Analytics Consulting,"Hartford, CT",10000+ employees,Company - Public,IT Services,Information Technology,0,0,54,71,62.5,CT,0,0,0,0,1,na,na
480,Data Analytics Project Manager,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,34,92,63,MA,0,0,0,0,1,manager,na
481,Data Analyst,"New York, NY",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,47,85,66,NY,0,0,0,0,1,analyst,na
482,Data Engineer,"Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,65,124,94.5,CA,1,0,1,1,1,data engineer,na
483,Data Scientist,"New York, NY",51 to 200 employees,Company - Private,Education Training Services,Education,0,0,56,95,75.5,NY,1,0,0,1,0,data scientist,na
484,Machine Learning Engineer,"Fort Belvoir, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,62,112,87,VA,1,0,0,0,0,mle,na
485,Senior Data Scientist Oncology,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,107,173,140,MD,1,0,0,0,1,data scientist,senior
486,Data Scientist,"Silver Spring, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,64,108,86,MD,1,0,0,0,1,data scientist,na
487,Senior Data Scientist,"Palo Alto, CA",1 to 50 employees,Company - Private,Internet,Information Technology,0,0,89,144,116.5,CA,1,0,0,0,0,data scientist,senior
488,Senior Scientist (Neuroscience),"Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,109,200,154.5,MA,1,0,0,0,1,na,senior
489,Machine Learning Engineer - Regulatory,"Lenexa, KS",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,0,0,61,113,87,KS,1,0,0,0,1,mle,na
490,Marketing Data Analyst,"Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",0,0,35,62,48.5,CA,0,0,0,0,1,analyst,na
491,Data Engineer,"Houston, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,55,105,80,TX,1,0,1,0,1,data engineer,na
492,Medical Laboratory Scientist,"Burleson, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,36,50,21.5,TX,0,0,0,1,0,na,na
493,R&D Specialist/ Food Scientist,"Hoopeston, IL",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,39,66,52.5,IL,0,0,0,0,0,na,na
494,Principal Data Scientist,"San Jose, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,135,211,173,CA,1,0,0,0,0,data scientist,senior
495,Data Engineer,"Phoenix, AZ",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,57,80,68.5,AZ,1,0,1,0,0,data engineer,na
496,Data Scientist - Alpha Insights,"New York, NY",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,0,0,129,215,172,NY,0,0,0,0,0,data scientist,na
497,"Data Scientist, Office of Data Science","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,86,143,114.5,MA,1,0,0,0,0,data scientist,na
498,"Associate Principal Scientist, Pharmacogenomics","Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,63,127,95,MD,0,0,0,0,0,na,senior
499,Data Scientist - Systems Engineering,"Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,50,89,69.5,MA,1,0,0,0,1,data scientist,na
500,Data Engineer,"New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,0,0,43,86,64.5,NY,1,0,0,1,1,data engineer,na
501,"Scientist, Bacteriology","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,74,149,111.5,CA,0,0,0,0,1,na,na
502,Data Scientist,"New York, NY",501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,0,0,71,124,97.5,NY,1,0,0,0,1,data scientist,na
503,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,113,196,154.5,MA,0,0,1,1,1,data engineer,na
504,Senior Research Scientist-Machine Learning,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,81,167,124,PA,0,0,0,0,0,mle,senior
505,Data Scientist,"New York, NY",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,69,121,95,NY,1,0,1,1,0,data scientist,na
506,Senior Data Scientist,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,97,160,128.5,IL,1,0,0,1,1,data scientist,senior
507,Principal Data Scientist,"San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,150,238,194,CA,0,0,0,1,1,data scientist,senior
508,Data Scientist,"New York, NY",201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,0,0,77,132,104.5,NY,1,0,1,1,1,data scientist,na
509,Clinical Laboratory Scientist,"Vail, CO",501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,48,78,31.5,CO,0,0,0,0,0,na,na
510,Data Engineer - Consultant (Charlotte Based),"Charlotte, NC",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,59,112,85.5,NC,1,0,0,0,1,data engineer,na
511,"Data Analyst 1, full-time contract worker for up to 12 months","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,35,65,50,UT,0,0,0,1,1,analyst,na
512,Data Engineer,"Aliso Viejo, CA",1001 to 5000 employees,Company - Public,Video Games,Media,0,0,79,147,113,CA,1,0,1,1,1,data engineer,na
513,"Scientist, Immuno-Oncology","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,62,119,90.5,MA,0,0,0,1,0,na,na
514,Senior Data Scientist,"Los Angeles, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,119,187,153,CA,1,0,1,0,1,data scientist,senior
515,Products Data Analyst II,"Dublin, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,0,0,90,157,123.5,CA,0,0,0,0,1,analyst,na
516,Lead Data Analyst,"New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,32,62,47,NY,0,0,1,0,0,analyst,senior
517,Analytics Manager - Data Mart,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,42,86,64,CA,0,0,0,0,0,manager,na
518,Data Science Engineer - Mobile,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,116,208,162,CA,1,0,0,0,1,na,na
519,Senior Data Scientist - R&D Oncology,"New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102,172,137,NY,1,0,0,0,0,data scientist,senior
520,Sr. Data Engineer - Contract-to-Hire (Java),"Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,0,0,69,127,98,TN,1,0,0,0,0,data engineer,senior
521,Data Scientist,"Armonk, NY",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,0,0,86,144,115,NY,1,0,0,0,1,data scientist,na
522,Senior Data Scientist,"Arvada, CO",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102,165,133.5,CO,1,0,0,0,1,data scientist,senior
523,Data Engineer,"Denver, CO",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,0,0,74,124,99,CO,1,0,0,1,0,data engineer,na
524,Food Scientist - Developer,"Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,40,68,54,WI,0,0,0,0,0,na,na
525,Senior Data Engineer,"Franklin, TN",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,76,142,109,TN,0,0,0,1,1,data engineer,senior
526,Data Engineer,"Rockville, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,76,142,109,MD,0,0,0,1,0,data engineer,na
527,Senior Data Scientist,"Natick, MA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,108,171,139.5,MA,1,0,0,0,0,data scientist,senior
528,"Director II, Data Science - GRM Actuarial","Chicago, IL",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,202,306,254,IL,1,0,0,0,0,director,na
529,Machine Learning Engineer,"New York, NY",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,91,159,125,NY,1,0,0,1,1,mle,na
530,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,80,133,106.5,MA,1,0,0,0,0,na,senior
531,"Scientist, Molecular/Cellular Biologist","South San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,97,73,CA,0,0,0,0,0,na,na
532,Staff Scientist-Downstream Process Development,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81,MD,0,0,0,0,1,na,na
533,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,"Millville, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,68,27.5,DE,0,0,0,0,0,na,na
534,Scientist - Analytical Services,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65,134,99.5,NC,0,0,0,0,1,na,na
535,Associate Data Analyst- Graduate Development Program,"Richfield, OH",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,0,0,32,59,45.5,OH,0,0,0,0,0,analyst,na
536,IT Associate Data Analyst,"Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,0,0,39,69,54,MA,0,0,0,0,0,analyst,na
537,Sr. Data Engineer,"Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,0,0,87,158,122.5,IN,1,0,1,1,0,data engineer,senior
538,Clinical Data Analyst,"Tampa, FL",1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,27,48,37.5,FL,0,0,0,0,1,analyst,na
539,Business Data Analyst,"New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,36,71,53.5,NY,1,0,0,0,1,analyst,na
540,Senior Insurance Data Scientist,"Chicago, IL",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,0,0,107,173,140,IL,1,0,0,0,1,data scientist,senior
541,Senior Data Science Systems Engineer,"Hampton, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,56,99,77.5,VA,0,0,0,0,0,na,senior
542,ENVIRONMENTAL ENGINEER/SCIENTIST,"Cambridge, MA",1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",1,1,50,56,26.5,MA,0,0,0,0,1,na,na
543,Senior Scientist - Regulatory Submissions,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,80,155,117.5,NC,0,0,0,0,1,na,senior
544,Scientist - Biomarker and Flow Cytometry,"San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,43,98,70.5,CA,0,0,0,0,0,na,na
545,"Associate Scientist, LC/MS Biologics","Ithaca, NY",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,44,96,70,NY,0,0,0,0,1,na,na
546,Revenue Analytics Manager,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,45,78,61.5,CA,0,0,0,0,1,manager,na
547,Sr. Scientist Method Development,"Marietta, GA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,50,110,80,GA,0,0,0,0,1,na,senior
548,Data Scientist,"Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,60,99,79.5,GA,1,0,0,0,1,data scientist,na
549,Data Scientist - Sales,"Mountain View, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,130,206,168,CA,1,0,0,0,1,data scientist,na
550,IT - Data Engineer II,"Quincy, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,61,119,90,MA,0,0,1,0,1,data engineer,na
551,"Research Scientist, Immunology - Cancer Biology","Cambridge, MA",Unknown,Company - Private,-1,-1,0,1,100,140,120,MA,0,0,0,0,1,na,na
552,Senior Data Analyst,"San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,99,178,138.5,CA,1,0,0,0,0,analyst,senior
553,"Principal, Data Science - Advanced Analytics","Plymouth Meeting, PA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86,137,111.5,PA,0,0,0,0,0,na,senior
554,Data Science Project Manager,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,37,100,68.5,MA,0,0,0,0,1,manager,na
555,"Sr Scientist, Immuno-Oncology - Oncology","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,58,111,84.5,MA,0,0,0,1,0,na,senior
556,Senior Data Engineer,"Nashville, TN",1001 to 5000 employees,Company - Public,Internet,Information Technology,0,0,72,133,102.5,TN,1,0,1,1,0,data engineer,senior
557,"Project Scientist - Auton Lab, Robotics Institute","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,56,91,73.5,PA,0,0,0,0,1,na,na
558,Research Scientist – Security and Privacy,"Beavercreek, OH",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,61,126,93.5,OH,1,0,0,0,0,na,na
559,Data Science Manager,"Allentown, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,95,160,127.5,PA,0,0,0,0,1,manager,na
560,Data Analyst 2 (Missionary Department),"Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,53,91,72,UT,0,0,0,0,0,analyst,na
561,"Enterprise Architect, Data","Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,101,158,129.5,MA,1,0,1,1,1,na,na
562,Supply Chain Data Analyst,"Logan, UT",1001 to 5000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,33,61,47,UT,1,0,0,0,1,analyst,na
563,Data Engineer - ETL,"Birmingham, AL",501 to 1000 employees,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,0,0,44,86,65,AL,1,0,1,1,1,data engineer,na
564,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,"Green Bay, WI",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,0,0,43,77,60,WI,0,0,0,1,1,analyst,na
565,"Senior Manager, Epidemiologic Data Scientist","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,125,210,167.5,NY,0,0,0,1,1,data scientist,senior
566,"Marketing Data Analyst, May 2020 Undergrad","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,44,86,65,NY,0,0,0,0,1,analyst,na
567,Senior Data Analyst,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,69,119,94,VA,1,0,0,0,0,analyst,senior
568,Senior Data Analyst,"New York, NY",201 to 500 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,0,0,65,110,87.5,NY,1,0,0,0,1,analyst,senior
569,Senior Data Engineer,"Reston, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,67,127,97,VA,1,0,1,1,0,data engineer,senior
570,Senior Data Engineer,"Durham, NC",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,78,147,112.5,NC,1,0,1,1,0,data engineer,senior
571,Data Modeler (Analytical Systems),"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,66,117,91.5,MA,0,0,1,1,1,na,na
572,Data Modeler - Data Solutions Engineer,"Indianapolis, IN",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,37,66,51.5,IN,1,0,0,0,1,na,na
573,Data Scientist in Translational Medicine,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86,143,114.5,MA,0,0,0,0,0,data scientist,na
574,Data Scientist,"New York, NY",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,84,146,115,NY,1,0,1,1,0,data scientist,na
575,Product Manager/Data Evangelist,"Phila, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,50,98,74,PA,1,0,0,1,0,manager,na
576,Associate Environmental Scientist - Wildlife Biologist,"Clovis, CA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,0,0,38,64,51,CA,0,0,0,0,1,na,na
577,Sr Data Engineer (Sr BI Developer),"Chandler, AZ",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,0,0,90,110,100,AZ,0,0,0,0,0,data engineer,senior
578,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,92,150,121,MA,0,0,0,0,0,data scientist,senior
579,Senior Data Analyst/Scientist,"San Francisco, CA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,90,153,121.5,CA,0,0,0,0,0,analyst,senior
580,"Associate, Data Science, Internal Audit","Boston, MA",10000+ employees,Company - Private,Banks & Credit Unions,Finance,0,0,43,82,62.5,MA,1,0,0,0,1,na,na
581,"Scientist – Cancer Discovery, Molecular Assay","Cambridge, MA",-1,-1,-1,-1,0,1,100,135,117.5,MA,0,0,0,0,1,na,na
582,Senior LiDAR Data Scientist,"Orlando, FL",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,93,151,122,FL,1,0,0,1,0,data scientist,senior
583,Data Engineer,"Chantilly, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,0,0,61,109,85,VA,1,0,1,1,0,data engineer,na
584,Data Engineer,"Scottsdale, AZ",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,42,79,60.5,AZ,1,0,1,1,0,data engineer,na
585,Lead Data Scientist,"Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,0,0,139,221,180,CA,1,0,0,0,1,data scientist,senior
586,"Technology-Minded, Data Professional Opportunities","Columbia, MO",1001 to 5000 employees,Company - Private,Lending,Finance,0,0,40,101,70.5,MO,0,0,1,0,1,na,na
587,Big Data Engineer,"Chantilly, VA",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,84,153,118.5,VA,1,0,1,0,0,data engineer,na
588,Salesforce Analytics Consultant,"Chicago, IL",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,52,81,66.5,IL,1,0,0,0,0,na,na
589,Managing Data Scientist/ML Engineer,"Boston, MA",1001 to 5000 employees,Company - Private,Consulting,Business Services,0,0,81,134,107.5,MA,0,0,1,0,1,data scientist,na
590,Senior Data Engineer,"Austin, TX",51 to 200 employees,Company - Private,Security Services,Business Services,0,0,97,180,138.5,TX,1,0,1,0,0,data engineer,senior
591,Staff Scientist- Upstream PD,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81,MD,0,0,0,0,0,na,na
592,Data Engineering Analyst,"Bloomington, IL",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,44,73,58.5,IL,1,0,1,0,1,data engineer,na
593,Sr. Data Engineer,"Chicago, IL",1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,0,0,75,140,107.5,IL,0,0,0,0,0,data engineer,senior
594,"Scientist, Pharmacometrics","Cambridge, MA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,84,157,120.5,MA,0,0,0,0,0,na,na
595,Manager of Data Science,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,40,87,63.5,CA,1,0,1,0,0,manager,na
596,Scientist Manufacturing Pharma - Kentucky BioProcessing,"Owensboro, KY",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,68,139,103.5,KY,0,0,0,0,0,na,na
597,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,"Fremont, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,72,142,107,CA,1,0,0,0,1,data scientist,na
598,Data Engineer,"Springfield, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,74,137,105.5,VA,1,0,1,0,0,data engineer,na
599,Data Engineer,"San Diego, CA",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,0,0,57,109,83,CA,0,0,0,0,0,data engineer,na
600,Lead Big Data Engineer,"San Francisco, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology,0,0,121,203,162,CA,1,0,1,1,1,data engineer,senior
601,Product Engineer – Spatial Data Science and Statistical Analysis,"Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,52,85,68.5,CA,1,0,1,0,1,na,na
602,Sr Software Engineer (Data Scientist),"Westlake, OH",10000+ employees,Company - Public,Insurance Carriers,Insurance,0,0,81,140,110.5,OH,0,0,0,0,1,data scientist,senior
603,Sr. Data Engineer (ETL Developer),"Des Moines, IA",201 to 500 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,0,0,83,148,115.5,IA,1,0,0,0,1,data engineer,senior
604,Associate Research Scientist I (Protein Expression and Production),"Alameda, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,59,116,87.5,CA,0,0,0,0,1,na,na
605,Senior Data Scientist Artificial Intelligence,"Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,60,101,80.5,WA,0,0,0,0,0,data scientist,senior
606,Analytics - Business Assurance Data Analyst,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,0,0,31,55,43,IA,0,0,0,0,1,analyst,na
607,"Associate Director/Director, Safety Scientist","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102,178,140,MA,0,0,0,0,1,director,na
608,"Director, Precision Medicine Clinical Biomarker Scientist","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,136,208,172,MA,0,0,0,1,0,director,na
609,"Senior Scientist, Cell Pharmacology/Assay Development","Cambridge, MA",Unknown,Company - Private,-1,-1,0,1,110,130,120,MA,0,0,0,0,0,na,senior
610,Data Analyst Senior,"Philadelphia, PA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,48,85,66.5,PA,0,0,0,0,1,analyst,senior
611,Senior Formulations Scientist II,"Alameda, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,71,129,100,CA,0,0,0,0,1,na,senior
612,Lead Data Engineer (Python),"San Francisco, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,66,123,94.5,CA,1,0,0,1,0,data engineer,senior
613,Data Science Manager,"San Francisco, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,171,272,221.5,CA,1,0,0,0,1,manager,na
614,Senior Data Scientist 4 Artificial Intelligence,"Seattle, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,92,146,119,WA,0,0,0,0,0,data scientist,senior
615,Data Engineer,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,65,126,95.5,IL,1,0,0,0,0,data engineer,na
616,"Director II, Data Science - GRS Predictive Analytics","Chicago, IL",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,150,239,194.5,IL,1,0,0,0,0,director,na
617,Medical Lab Scientist - MLT,"Omaha, NE",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,58,25,NE,0,0,0,0,0,na,na
618,"Senior Operations Data Analyst, Call Center Operations","Nashville, TN",5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,1,0,20,34,13.5,TN,0,0,0,0,1,analyst,senior
619,Senior Quantitative Analyst,"Jersey City, NJ",1001 to 5000 employees,Company - Private,Brokerage Services,Finance,0,0,118,228,173,NJ,1,0,0,0,1,analyst,senior
620,Geospatial Software Developer and Data Scientist,"Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,82,129,105.5,TX,1,0,0,1,0,data scientist,na
621,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,0,0,52,91,71.5,TX,1,0,0,1,1,na,senior
622,Senior Scientist - Toxicologist - Product Integrity (Stewardship),"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,47,101,74,NC,0,0,0,0,1,na,senior
623,Systems Engineer II - Data Analyst,"Huntsville, AL",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,49,76,62.5,AL,0,0,0,0,1,analyst,na
624,Senior Research Analytical Scientist-Non-Targeted Analysis,"Durham, NC",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,0,0,43,88,65.5,NC,0,0,0,0,0,na,senior
625,Data Scientist,"Coraopolis, PA",10000+ employees,Company - Public,Sporting Goods Stores,Retail,0,0,61,109,85,PA,1,0,0,0,0,data scientist,na
626,Principal Data Scientist,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,113,182,147.5,MD,1,0,0,0,1,data scientist,senior
627,Director Data Science,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,0,0,124,199,161.5,NJ,1,0,0,1,1,director,na
628,Data Engineer,"Roanoke, VA",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,58,104,81,VA,0,0,0,0,1,data engineer,na
629,Sr Data Analyst - IT,"Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,52,93,72.5,PA,0,0,0,0,1,analyst,senior
